Status,Date,Time,Session Type,Teacher Name,School Name,School Level,District,Session Title,volunteer,Organization,volunteer Location,Topic/Theme,Session Link
simulcast,1/31/2024,,,Carol Williams,Silver City Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Debra Dyer,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Natalie Carter,Emerson Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,Jason Malone,Hazel Grove Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Christine Pope,Lindbergh Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Patricia Alexander,Lindbergh Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Lisa Jones,Lindbergh Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,Keith Johnson,ME Pearson Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,Emily Poole,Stony Point North Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,Dawn Stephens,Noble Prentis Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,Yesenia Stewart,Dobbs Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Hector Johnson,Ervin Early Learning,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Stacy Silva,Brune Elem,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Victoria Wong,Brune Elem,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Kimberly Simpson,Brune Elem,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Todd Holland,New Chelsea Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,Zachary Coleman,Noble Prentis Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,Chad Booker,Compass Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Christopher Allen,Ruskin High School,High,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,Eric Hooper,Brune Elem,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,Leonard Parker,Brune Elem,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
teacher no-show,1/31/2024,,,James Bird,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Caitlin Nguyen,Dobbs Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Maria Fields,Eugene Ware Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Jenna Phillips,Compass Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Grace Johnson,New Chelsea Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Billy Greene,Truman Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,April Clarke,New Chelsea Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Daniel Good,John Fiske Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Ryan Williams,Dobbs Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Kathryn Green,Noble Prentis Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Mr. Carl Manning,Whittier Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Deborah Berry,Emerson Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Grace Green MD,ME Pearson Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Lisa Odom,John Fiske Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Gregory Lamb,Compass Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Tiffany Johnson,New Chelsea Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Ashlee Myers,Truman Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Ashley Bell,New Chelsea Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Maria Lopez,New Chelsea Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Carmen Kelly,New Chelsea Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Kari Chen,Eugene Ware Elementary,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Stephanie Matthews,Compass Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Donald Smith,Compass Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Joseph Curtis,Brune Elem,Elementary,KCKPS (KS),Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
simulcast,1/31/2024,,,Kelly Arroyo,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Tour an Animal Shelter: Wayside Waifs Helping Pets Find Families,,,Local (KS/MO),,
successfully completed,2/1/2024,8:50 AM,Teacher requested,Sara Knight,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Kyle Tran,Kimiatek,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105523
successfully completed,2/1/2024,9:50 AM,Teacher requested,Sara Knight,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Kyle Tran,Kimiatek,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105524
successfully completed,2/1/2024,10:40 AM,Teacher requested,Sara Knight,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Kyle Tran,Kimiatek,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105525
successfully completed,2/1/2024,12;17pm,Teacher requested,Sara Knight,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Kyle Tran,Kimiatek,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105526
successfully completed,2/1/2024,1:17 PM,Teacher requested,Sara Knight,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Kevin May,Boss Lady Press,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105527
successfully completed,2/1/2024,8:50 AM,Teacher requested,Brittany Morris,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,James Garner,Independent Consultant,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105532
teacher cancelation,2/1/2024,9:50 AM,Teacher requested,Brittany Morris,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,,Creative Fiction Writer,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105533
successfully completed,2/1/2024,12:17 PM,Teacher requested,Brittany Morris,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Raymond Richardson,Self-employed,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105534
successfully completed,2/1/2024,10:50 AM,Teacher requested,Brittany Morris,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Kevin May,Boss Lady Press,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105535
successfully completed,2/1/2024,1:17 PM,Teacher requested,Brittany Morris,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Katie Walker,Southern New Hampshire University,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105536
successfully completed,2/1/2024,9:35 AM,Teacher requested,Jennifer Miller,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Gregg Watson,Duquesne University,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105540
successfully completed,2/1/2024,9:55 AM,Teacher requested,Jennifer Miller,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Kevin May,Boss Lady Press,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105541
successfully completed,2/1/2024,11:35 AM,Teacher requested,Jennifer Miller,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Frank Maldonado,UBC,Local (KS/MO),Art/Design,https://prepkc.nepris.com/app/sessions/105542
successfully completed,2/1/2024,12:22 PM,Teacher requested,Jennifer Miller,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Kevin May,Boss Lady Press,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105543
teacher cancelation,2/1/2024,2:00 PM,Teacher requested,Jennifer Miller,Republic Middle,Middle,Republic,Project Mentoring: Historical Fiction Graphic Story Creation,Kevin May,Boss Lady Press,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/105544
successfully completed,2/2/2024,3:00 PM,Teacher requested,Alyssa Phillips,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,Richard Norris,Lincoln University,Local (KS/MO),College,https://prepkc.nepris.com/app/sessions/105445
simulcast,2/2/2024,,,Patricia Collins,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
simulcast,2/2/2024,,,Daniel Wilson,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
simulcast,2/2/2024,,,Keith Montgomery,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
simulcast,2/2/2024,,,Ryan Rodriguez,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
simulcast,2/2/2024,,,David Taylor,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
teacher no-show,2/2/2024,,,Daniel Smith,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
teacher no-show,2/2/2024,,,Margaret Lucas,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
teacher no-show,2/2/2024,,,Tom Wagner,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
simulcast,2/2/2024,,,Rebecca Oconnor,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
teacher no-show,2/2/2024,,,Anthony Lambert,Ingels Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
teacher no-show,2/2/2024,,,Daniel Taylor,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
teacher no-show,2/2/2024,,,Whitney Flores,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
teacher no-show,2/2/2024,,,Mariah Hester,Ingels Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
teacher no-show,2/2/2024,,,Haley Michael,Warford Elementary,Elementary,Hickman Mills,Warford College Series: What can students expect from attending an HBCU?,,,Local (KS/MO),,
teacher no-show,2/5/2024,9:30 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),4th Grade: Electrical Engineer,Kathy Hernandez,Entergy,Not local,Engineering,https://prepkc.nepris.com/app/sessions/104677
teacher cancelation,2/5/2024,10:30 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),3rd Grade Biologist (Animal Traits and Survival),Rebecca Daniel,,,Animal Science,https://prepkc.nepris.com/app/sessions/104646
teacher cancelation,2/5/2024,2:00 PM,Teacher requested,Joseph Moore,,,KCKPS (KS),4th Grade: Electrical Engineer,Rebecca Daniel,,,Engineering,https://prepkc.nepris.com/app/sessions/104679
successfully completed,2/5/2024,1:00 PM,Teacher requested,Joseph Moore,,,,5th Grade: Water Resources Engineer,Ashley Mathews,KCBPU,Local (KS/MO),Engineering,https://prepkc.nepris.com/app/sessions/105063
simulcast,2/5/2024,,,Jessica Herring,Stony Point North Elementary,Elementary,KCKPS (KS),5th Grade: Water Resources Engineer,,,Local (KS/MO),,
simulcast,2/5/2024,,,Joy Lyons,New Stanley Elementary,Elementary,KCKPS (KS),5th Grade: Water Resources Engineer,,,Local (KS/MO),,
simulcast,2/5/2024,,,Amy Ellis,Stony Point North Elementary,Elementary,KCKPS (KS),5th Grade: Water Resources Engineer,,,Local (KS/MO),,
simulcast,2/5/2024,,,Amy Murray,John Fiske Elementary,Elementary,KCKPS (KS),5th Grade: Water Resources Engineer,,,Local (KS/MO),,
simulcast,2/5/2024,,,Stacey Stewart,John Fiske Elementary,Elementary,KCKPS (KS),5th Grade: Water Resources Engineer,,,Local (KS/MO),,
simulcast,2/5/2024,,,Nina Lambert,Quindaro Elementary,Elementary,KCKPS (KS),5th Grade: Water Resources Engineer,,,Local (KS/MO),,
teacher no-show,2/5/2024,,,Hannah Thomas,Frances Willard Elementary,Elementary,KCKPS (KS),5th Grade: Water Resources Engineer,,,Local (KS/MO),,
teacher no-show,2/6/2024,9:30 AM,Teacher requested,Gary Hatfield,,,,5th Grade: Water Resources Engineer,Jeffrey Marquez,Benesch Kansas City,Local (KS/MO),Engineering,https://prepkc.nepris.com/app/sessions/105064
successfully completed,2/6/2024,2:00 PM,Teacher requested,Joseph Moore,,,KCKPS (KS),3rd Grade Biologist (Animal Traits and Survival),Tracy White,Marais des Cygnes,Local (KS/MO),Animal Science,https://prepkc.nepris.com/app/sessions/104647
simulcast,2/6/2024,,,Kathleen Perry,TA Edison Elementary,Elementary,KCKPS (KS),3rd Grade Biologist (Animal Traits and Survival),,,Local (KS/MO),,
simulcast,2/6/2024,,,Misty Hernandez,TA Edison Elementary,Elementary,KCKPS (KS),3rd Grade Biologist (Animal Traits and Survival),,,Local (KS/MO),,
successfully completed,2/6/2024,10:30 AM,Industry chat,Debra Williams,,,,STEM Learning Opportunities: 3D Printing & Modeling Challenges,Ricky Gomez,SelfCAD,Not local,Technology,https://prepkc.nepris.com/app/sessions/105015
teacher no-show,2/6/2024,,,Victoria Adams,Silver City Elementary,Elementary,KCKPS (KS),STEM Learning Opportunities: 3D Printing & Modeling Challenges,,,Not local,,
simulcast,2/6/2024,,,Stephanie Jenkins,Dobbs Elementary,Elementary,Hickman Mills,STEM Learning Opportunities: 3D Printing & Modeling Challenges,,,Not local,,
simulcast,2/6/2024,,,Lisa Heath,Frances Willard Elementary,Elementary,KCKPS (KS),STEM Learning Opportunities: 3D Printing & Modeling Challenges,,,Not local,,
simulcast,2/6/2024,,,Nicholas Williams,Dobbs Elementary,Elementary,Hickman Mills,STEM Learning Opportunities: 3D Printing & Modeling Challenges,,,Not local,,
simulcast,2/6/2024,,,Andrew Ross,Frances Willard Elementary,Elementary,KCKPS (KS),STEM Learning Opportunities: 3D Printing & Modeling Challenges,,,Not local,,
successfully completed,2/6/2024,2:00 PM,Teacher requested,Stacey Meyer,Truman Elementary,Elementary,Hickman Mills,Hickman Mills Elementary College Visit: KCAI,Robert Watson,KCAI,Local (KS/MO),College,https://prepkc.nepris.com/app/sessions/105537
simulcast,2/6/2024,,,John Potts,Ingels Elementary,Elementary,Hickman Mills,Hickman Mills Elementary College Visit: KCAI,,,Local (KS/MO),,
simulcast,2/6/2024,,,Amy Flores,,Elementary,Hickman Mills,Hickman Mills Elementary College Visit: KCAI,,,Local (KS/MO),,
successfully completed,2/6/2024,12:00 PM,Industry chat,Debra Williams,,,,The HBCU Experience: Into the Heart of Historically Black Colleges and Universities,Marc Silva,,Not local,College,https://prepkc.nepris.com/app/sessions/105101
